column_a,year,month,dayofmonth,dayofweek,deptime,crsdeptime,arrtime,crsarrtime,uniquecarrier,flightnum,tailnum,actualelapsedtime,crselapsedtime,airtime,arrdelay,depdelay,origin,dest,distance,taxiin,taxiout,cancelled,cancellationcode,diverted,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay,yearmonth
321961  ,2008,1    ,31        ,4        ,2335.0 ,2315      ,738.0  ,733       ,DL           ,410      ,N697DL ,303.0            ,318.0         ,279.0  ,5.0     ,20.0    ,LAX   ,JFK ,2475    ,11.0  ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
321962  ,2008,1    ,31        ,4        ,829.0  ,820       ,1232.0 ,1200      ,DL           ,411      ,N3746H ,423.0            ,400.0         ,379.0  ,32.0    ,9.0     ,JFK   ,SFO ,2586    ,4.0   ,40.0   ,false    ,N               ,false   ,9.0         ,0.0         ,23.0    ,0.0          ,0.0              ,2008-01
321965  ,2008,1    ,31        ,4        ,1320.0 ,1255      ,2155.0 ,2151      ,DL           ,416      ,N3746H ,335.0            ,356.0         ,292.0  ,4.0     ,25.0    ,SFO   ,JFK ,2586    ,9.0   ,34.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
321966  ,2008,1    ,31        ,4        ,2226.0 ,2215      ,645.0  ,638       ,DL           ,418      ,N3758Y ,319.0            ,323.0         ,281.0  ,7.0     ,11.0    ,SFO   ,JFK ,2586    ,14.0  ,24.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
321969  ,2008,1    ,31        ,4        ,1713.0 ,1705      ,2020.0 ,2034      ,DL           ,421      ,N3765  ,367.0            ,389.0         ,330.0  ,-14.0   ,8.0     ,JFK   ,LAS ,2248    ,6.0   ,31.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
321970  ,2008,1    ,31        ,4        ,2040.0 ,1945      ,2359.0 ,2317      ,DL           ,423      ,N388DA ,379.0            ,392.0         ,340.0  ,42.0    ,55.0    ,JFK   ,LAS ,2248    ,6.0   ,33.0   ,false    ,N               ,false   ,3.0         ,0.0         ,0.0     ,0.0          ,39.0             ,2008-01
321972  ,2008,1    ,31        ,4        ,2344.0 ,2330      ,738.0  ,725       ,DL           ,426      ,N389DA ,294.0            ,295.0         ,263.0  ,13.0    ,14.0    ,LAS   ,JFK ,2248    ,8.0   ,23.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25126   ,2008,1    ,10        ,4        ,1656.0 ,1650      ,2236.0 ,2300      ,WN           ,210      ,N468WN ,220.0            ,250.0         ,207.0  ,-24.0   ,6.0     ,SFO   ,MDW ,1855    ,4.0   ,9.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
321989  ,2008,1    ,31        ,4        ,714.0  ,700       ,945.0  ,926       ,DL           ,456      ,N906DL ,91.0             ,86.0          ,65.0   ,19.0    ,14.0    ,LIT   ,ATL ,453     ,8.0   ,18.0   ,false    ,N               ,false   ,14.0        ,0.0         ,5.0     ,0.0          ,0.0              ,2008-01
321995  ,2008,1    ,31        ,4        ,1231.0 ,1220      ,1417.0 ,1402      ,DL           ,460      ,N931DL ,106.0            ,102.0         ,69.0   ,15.0    ,11.0    ,ATL   ,DCA ,547     ,6.0   ,31.0   ,false    ,N               ,false   ,0.0         ,0.0         ,4.0     ,0.0          ,11.0             ,2008-01
321997  ,2008,1    ,31        ,4        ,1330.0 ,1320      ,1449.0 ,1459      ,DL           ,462      ,N952DL ,79.0             ,99.0          ,65.0   ,-10.0   ,10.0    ,ATL   ,DCA ,547     ,4.0   ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322001  ,2008,1    ,31        ,4        ,1628.0 ,1620      ,1759.0 ,1806      ,DL           ,466      ,N917DE ,91.0             ,106.0         ,73.0   ,-7.0    ,8.0     ,ATL   ,DCA ,547     ,6.0   ,12.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322007  ,2008,1    ,31        ,4        ,2221.0 ,2158      ,2341.0 ,2313      ,DL           ,469      ,N985DL ,140.0            ,135.0         ,105.0  ,28.0    ,23.0    ,ATL   ,MCI ,692     ,8.0   ,27.0   ,false    ,N               ,false   ,7.0         ,0.0         ,5.0     ,0.0          ,16.0             ,2008-01
322011  ,2008,1    ,31        ,4        ,2151.0 ,2140      ,2318.0 ,2321      ,DL           ,472      ,N976DL ,87.0             ,101.0         ,69.0   ,-3.0    ,11.0    ,ATL   ,DCA ,547     ,3.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322016  ,2008,1    ,31        ,4        ,2014.0 ,1959      ,2239.0 ,2258      ,DL           ,481      ,N946DL ,145.0            ,179.0         ,124.0  ,-19.0   ,15.0    ,TPA   ,JFK ,1005    ,14.0  ,7.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322018  ,2008,1    ,31        ,4        ,1648.0 ,1630      ,1909.0 ,1905      ,DL           ,484      ,N905DE ,141.0            ,155.0         ,121.0  ,4.0     ,18.0    ,FLL   ,CVG ,932     ,4.0   ,16.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322034  ,2008,1    ,31        ,4        ,954.0  ,945       ,1157.0 ,1203      ,DL           ,508      ,N669DN ,123.0            ,138.0         ,90.0   ,-6.0    ,9.0     ,ATL   ,LGA ,761     ,9.0   ,24.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322036  ,2008,1    ,31        ,4        ,1346.0 ,1340      ,1609.0 ,1554      ,DL           ,509      ,N6710E ,263.0            ,254.0         ,243.0  ,15.0    ,6.0     ,ATL   ,SLC ,1589    ,6.0   ,14.0   ,false    ,N               ,false   ,0.0         ,0.0         ,9.0     ,0.0          ,6.0              ,2008-01
25128   ,2008,1    ,10        ,4        ,1201.0 ,1040      ,1322.0 ,1210      ,WN           ,316      ,N673AA ,81.0             ,90.0          ,61.0   ,72.0    ,81.0    ,SFO   ,SAN ,447     ,4.0   ,16.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,72.0             ,2008-01
322039  ,2008,1    ,31        ,4        ,1458.0 ,1447      ,1633.0 ,1625      ,DL           ,511      ,N644DL ,275.0            ,278.0         ,264.0  ,8.0     ,11.0    ,ATL   ,SAN ,1891    ,2.0   ,9.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322045  ,2008,1    ,31        ,4        ,1420.0 ,1345      ,1610.0 ,1559      ,DL           ,516      ,N981DL ,110.0            ,134.0         ,88.0   ,11.0    ,35.0    ,ATL   ,LGA ,761     ,7.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322047  ,2008,1    ,31        ,4        ,1453.0 ,1445      ,1700.0 ,1706      ,DL           ,518      ,N610DL ,127.0            ,141.0         ,92.0   ,-6.0    ,8.0     ,ATL   ,LGA ,761     ,11.0  ,24.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322053  ,2008,1    ,31        ,4        ,1348.0 ,1338      ,1659.0 ,1656      ,DL           ,524      ,N936DL ,131.0            ,138.0         ,111.0  ,3.0     ,10.0    ,SAT   ,ATL ,874     ,10.0  ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322054  ,2008,1    ,31        ,4        ,1803.0 ,1745      ,2016.0 ,2012      ,DL           ,524      ,N931DL ,133.0            ,147.0         ,97.0   ,4.0     ,18.0    ,ATL   ,LGA ,761     ,15.0  ,21.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322060  ,2008,1    ,31        ,4        ,2138.0 ,2045      ,2338.0 ,2304      ,DL           ,530      ,N900PC ,120.0            ,139.0         ,91.0   ,34.0    ,53.0    ,ATL   ,LGA ,761     ,13.0  ,16.0   ,false    ,N               ,false   ,34.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
322062  ,2008,1    ,31        ,4        ,2224.0 ,2145      ,11.0   ,2359      ,DL           ,532      ,N653DL ,107.0            ,134.0         ,90.0   ,12.0    ,39.0    ,ATL   ,LGA ,761     ,4.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322064  ,2008,1    ,31        ,4        ,1504.0 ,1456      ,1738.0 ,1728      ,DL           ,533      ,N608DA ,334.0            ,332.0         ,297.0  ,10.0    ,8.0     ,ATL   ,SEA ,2182    ,11.0  ,26.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322067  ,2008,1    ,31        ,4        ,736.0  ,720       ,1027.0 ,1010      ,DL           ,537      ,N387DA ,291.0            ,290.0         ,268.0  ,17.0    ,16.0    ,RDU   ,SLC ,1823    ,13.0  ,10.0   ,false    ,N               ,false   ,16.0        ,0.0         ,1.0     ,0.0          ,0.0              ,2008-01
322072  ,2008,1    ,31        ,4        ,2210.0 ,2145      ,2341.0 ,2332      ,DL           ,542      ,N909DL ,91.0             ,107.0         ,64.0   ,9.0     ,25.0    ,ATL   ,PIT ,526     ,7.0   ,20.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
1360    ,2008,1    ,3         ,4        ,2255.0 ,2135      ,2318.0 ,2155      ,WN           ,3323     ,N718SW ,83.0             ,80.0          ,71.0   ,83.0    ,80.0    ,PHX   ,BUR ,369     ,2.0   ,10.0   ,false    ,N               ,false   ,10.0        ,0.0         ,3.0     ,0.0          ,70.0             ,2008-01
25131   ,2008,1    ,10        ,4        ,1301.0 ,1220      ,1417.0 ,1350      ,WN           ,1684     ,N770SA ,76.0             ,90.0          ,57.0   ,27.0    ,41.0    ,SFO   ,SAN ,447     ,2.0   ,17.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,27.0             ,2008-01
322080  ,2008,1    ,31        ,4        ,1808.0 ,1802      ,1945.0 ,1952      ,DL           ,554      ,N721TW ,97.0             ,110.0         ,72.0   ,-7.0    ,6.0     ,ATL   ,BWI ,576     ,4.0   ,21.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322083  ,2008,1    ,31        ,4        ,2032.0 ,2020      ,2215.0 ,2226      ,DL           ,558      ,N633DL ,103.0            ,126.0         ,86.0   ,-11.0   ,12.0    ,ATL   ,PHL ,665     ,4.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322089  ,2008,1    ,31        ,4        ,2117.0 ,2055      ,2221.0 ,2151      ,DL           ,573      ,N6700  ,124.0            ,116.0         ,94.0   ,30.0    ,22.0    ,SLC   ,SAN ,626     ,6.0   ,24.0   ,false    ,N               ,false   ,18.0        ,0.0         ,8.0     ,0.0          ,4.0              ,2008-01
322093  ,2008,1    ,31        ,4        ,2020.0 ,1939      ,2053.0 ,1958      ,DL           ,577      ,N987DL ,93.0             ,79.0          ,64.0   ,55.0    ,41.0    ,ATL   ,MOB ,302     ,7.0   ,22.0   ,false    ,N               ,false   ,41.0        ,0.0         ,14.0    ,0.0          ,0.0              ,2008-01
322099  ,2008,1    ,31        ,4        ,1546.0 ,1533      ,1713.0 ,1705      ,DL           ,592      ,N970DL ,87.0             ,92.0          ,58.0   ,8.0     ,13.0    ,ATL   ,RIC ,481     ,6.0   ,23.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322103  ,2008,1    ,31        ,4        ,1532.0 ,1525      ,1822.0 ,1801      ,DL           ,599      ,N626DL ,170.0            ,156.0         ,133.0  ,21.0    ,7.0     ,EWR   ,ATL ,745     ,12.0  ,25.0   ,false    ,N               ,false   ,7.0         ,0.0         ,14.0    ,0.0          ,0.0              ,2008-01
322104  ,2008,1    ,31        ,4        ,1943.0 ,1930      ,2211.0 ,2155      ,DL           ,599      ,N3733Z ,328.0            ,325.0         ,296.0  ,16.0    ,13.0    ,ATL   ,SMF ,2092    ,8.0   ,24.0   ,false    ,N               ,false   ,13.0        ,0.0         ,3.0     ,0.0          ,0.0              ,2008-01
322105  ,2008,1    ,31        ,4        ,2122.0 ,2010      ,2304.0 ,2213      ,DL           ,601      ,N989DL ,102.0            ,123.0         ,81.0   ,51.0    ,72.0    ,ATL   ,BUF ,712     ,9.0   ,12.0   ,false    ,N               ,false   ,4.0         ,0.0         ,0.0     ,0.0          ,47.0             ,2008-01
322110  ,2008,1    ,31        ,4        ,1754.0 ,1745      ,2015.0 ,2004      ,DL           ,617      ,N834MH ,261.0            ,259.0         ,231.0  ,11.0    ,9.0     ,ATL   ,SLC ,1589    ,8.0   ,22.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322116  ,2008,1    ,31        ,4        ,1859.0 ,1852      ,2115.0 ,2115      ,DL           ,627      ,N617DL ,256.0            ,263.0         ,225.0  ,0.0     ,7.0     ,ATL   ,TUS ,1541    ,5.0   ,26.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25132   ,2008,1    ,10        ,4        ,1913.0 ,1900      ,2033.0 ,2030      ,WN           ,2092     ,N312SW ,80.0             ,90.0          ,62.0   ,3.0     ,13.0    ,SFO   ,SAN ,447     ,5.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322117  ,2008,1    ,31        ,4        ,1223.0 ,1205      ,1535.0 ,1515      ,DL           ,628      ,N914DN ,132.0            ,130.0         ,91.0   ,20.0    ,18.0    ,DFW   ,ATL ,732     ,15.0  ,26.0   ,false    ,N               ,false   ,3.0         ,0.0         ,2.0     ,0.0          ,15.0             ,2008-01
322121  ,2008,1    ,31        ,4        ,1332.0 ,1326      ,1434.0 ,1432      ,DL           ,633      ,N951DL ,182.0            ,186.0         ,155.0  ,2.0     ,6.0     ,CVG   ,DEN ,1069    ,9.0   ,18.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322123  ,2008,1    ,31        ,4        ,2205.0 ,2150      ,2343.0 ,2330      ,DL           ,638      ,N667DN ,98.0             ,100.0         ,71.0   ,13.0    ,15.0    ,ATL   ,IAD ,533     ,11.0  ,16.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322130  ,2008,1    ,31        ,4        ,1051.0 ,1015      ,1308.0 ,1243      ,DL           ,649      ,N838MH ,317.0            ,328.0         ,302.0  ,25.0    ,36.0    ,ATL   ,SFO ,2139    ,3.0   ,12.0   ,false    ,N               ,false   ,25.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
322131  ,2008,1    ,31        ,4        ,1354.0 ,1345      ,2152.0 ,2120      ,DL           ,650      ,N838MH ,298.0            ,275.0         ,255.0  ,32.0    ,9.0     ,SFO   ,ATL ,2139    ,10.0  ,33.0   ,false    ,N               ,false   ,0.0         ,0.0         ,23.0    ,0.0          ,9.0              ,2008-01
322145  ,2008,1    ,31        ,4        ,1405.0 ,1350      ,1545.0 ,1532      ,DL           ,669      ,N980DL ,160.0            ,162.0         ,145.0  ,13.0    ,15.0    ,ATL   ,SAT ,874     ,5.0   ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322157  ,2008,1    ,31        ,4        ,1634.0 ,1627      ,1945.0 ,1930      ,DL           ,681      ,N649DL ,191.0            ,183.0         ,166.0  ,15.0    ,7.0     ,BOS   ,ATL ,946     ,10.0  ,15.0   ,false    ,N               ,false   ,0.0         ,0.0         ,15.0    ,0.0          ,0.0              ,2008-01
322160  ,2008,1    ,31        ,4        ,2217.0 ,2131      ,2400.0 ,2315      ,DL           ,685      ,N919DL ,163.0            ,164.0         ,134.0  ,45.0    ,46.0    ,ATL   ,SAT ,874     ,6.0   ,23.0   ,false    ,N               ,false   ,29.0        ,0.0         ,0.0     ,0.0          ,16.0             ,2008-01
322163  ,2008,1    ,31        ,4        ,2247.0 ,2240      ,2340.0 ,2338      ,DL           ,687      ,N993DL ,53.0             ,58.0          ,38.0   ,2.0     ,7.0     ,ATL   ,SAV ,215     ,5.0   ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322164  ,2008,1    ,31        ,4        ,1637.0 ,1615      ,2032.0 ,1928      ,DL           ,688      ,N933DL ,175.0            ,133.0         ,142.0  ,64.0    ,22.0    ,DFW   ,ATL ,732     ,18.0  ,15.0   ,false    ,N               ,false   ,4.0         ,0.0         ,42.0    ,0.0          ,18.0             ,2008-01
25133   ,2008,1    ,10        ,4        ,1525.0 ,1415      ,1638.0 ,1545      ,WN           ,3662     ,N440LV ,73.0             ,90.0          ,58.0   ,53.0    ,70.0    ,SFO   ,SAN ,447     ,2.0   ,13.0   ,false    ,N               ,false   ,15.0        ,0.0         ,0.0     ,0.0          ,38.0             ,2008-01
322168  ,2008,1    ,31        ,4        ,2142.0 ,2135      ,2355.0 ,6         ,DL           ,690      ,N6703D ,133.0            ,151.0         ,106.0  ,-11.0   ,7.0     ,ATL   ,BOS ,946     ,8.0   ,19.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322170  ,2008,1    ,31        ,4        ,919.0  ,903       ,1121.0 ,1111      ,DL           ,691      ,N388DA ,242.0            ,248.0         ,221.0  ,10.0    ,16.0    ,CVG   ,PHX ,1569    ,3.0   ,18.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
